"Chapitre 1 ","Chapitre 2","Chapitre 3","Chapitre 4","Chapitre 5"
"84","48","50","40","76"
"16","33","20","12","0"
"28","57","15","28","24"
"100","51","80","88","92"
"72","66","50","28","0"
"4","9","30","48","76"
"8","63","65","16","32"
"80","96","10","44","64"
"12","0","80","8","4"
"16","78","85","88","88"
"44","81","95","20","24"
"60","21","40","12","0"
"12","66","40","12","12"
"52","21","10","44","44"
"92","57","40","20","28"
"20","72","30","20","84"
"80","60","60","60","32"
"100","75","80","52","40"
"60","90","15","56","24"
"80","96","100","48","60"
"40","72","15","52","40"
"20","60","70","24","56"
"40","42","60","32","52"
"92","33","95","72","16"
"48","81","60","52","4"
"68","6","30","28","80"
"4","66","95","8","40"
"24","51","5","4","72"
"32","72","45","64","0"
"68","39","80","76","80"
"12","63","15","36","16"
"48","96","100","56","96"
"12","99","80","56","24"
"20","72","95","8","52"
"92","0","0","64","84"
"84","27","90","52","92"
"76","84","10","76","16"
"20","66","95","16","96"
"68","21","40","84","72"
"40","93","20","16","36"
"4","42","40","20","84"
"72","72","10","52","100"
"56","36","55","28","72"
"24","72","10","44","96"
"12","54","10","8","60"
"28","36","5","60","0"
"4","90","5","44","60"
"40","24","45","76","44"
"72","42","0","28","32"
"0","42","35","24","40"
"0","93","95","12","72"
"52","30","95","72","72"
"44","69","45","28","36"
"68","99","60","72","72"
"28","3","90","100","32"
"56","18","30","72","100"
"0","66","75","76","24"
"72","6","40","72","16"
"24","78","45","56","92"
"40","18","100","16","0"
"8","18","95","24","32"
"92","12","80","8","40"
"20","12","20","84","60"
"24","9","35","24","40"
"44","27","35","32","80"
"100","18","95","36","40"
"24","72","20","68","48"
"0","21","45","84","80"
"60","99","75","100","32"
"12","36","65","36","8"
"4","96","75","80","16"
"8","99","80","16","76"
"16","0","50","16","4"
"40","78","30","28","96"
"0","0","55","12","64"
"92","81","10","44","80"
"100","57","0","12","56"
"84","78","55","76","80"
"88","78","40","28","28"
"16","30","45","20","76"
"12","90","70","16","8"
"60","72","100","52","28"
"12","6","65","100","0"
"64","42","5","4","28"
"88","102","10","12","80"
"60","81","30","20","4"
"0","99","60","92","48"
"44","57","5","8","100"
"20","93","95","56","8"
"16","54","95","72","64"
"56","27","50","16","32"
"96","96","30","92","88"
"96","3","100","88","4"
"44","0","25","100","32"
"16","96","20","68","100"
"4","21","15","88","60"
"80","72","50","12","52"
"96","93","30","84","48"
"40","0","55","100","48"
"84","30","65","8","64"
"40","99","70","56","28"
"60","21","10","44","40"
"20","84","5","72","92"
"12","84","50","0","24"
"84","45","35","40","80"
"88","63","85","72","24"
"16","75","45","96","96"
"44","0","75","92","88"
"60","21","75","84","8"
"84","48","10","92","80"
"56","15","65","4","20"
"60","54","100","0","72"
"12","60","60","4","72"
"16","87","45","20","52"
"12","39","35","68","72"
"0","6","30","56","44"
"60","21","55","16","84"
"92","18","10","80","44"
"96","84","35","24","76"
"12","57","5","4","28"
"84","87","50","76","48"
"12","15","95","100","40"
"32","54","0","64","100"
"100","21","85","8","36"
"8","0","10","40","20"
"72","84","95","84","84"
"24","102","25","92","84"
"52","66","10","28","56"
"60","27","30","80","12"
"76","63","65","68","36"
"44","18","55","80","96"
"24","48","0","76","8"
"52","99","15","48","44"
"12","87","45","100","92"
"92","72","70","88","24"
"64","96","100","60","12"
"92","21","30","56","76"
"0","0","20","92","76"
"88","27","20","12","56"
"48","93","25","56","60"
"28","78","30","88","100"
"92","54","90","20","20"
"24","72","0","24","64"
"84","48","40","40","44"
"36","63","85","36","20"
"64","48","45","72","96"
"4","57","0","16","100"
"8","39","75","8","56"
"8","48","45","0","28"
"64","75","55","56","64"
"24","81","65","88","24"
"60","96","5","64","72"
"8","15","55","44","100"
"64","81","100","52","60"
"8","15","10","36","8"
"76","24","50","16","36"
"80","66","85","92","40"
"52","54","10","40","0"
"8","78","65","32","92"
"24","39","95","12","84"
"56","99","85","60","12"
"28","42","55","56","76"
"76","12","15","40","96"
"16","21","50","12","8"
"16","96","20","20","76"
"64","0","0","56","56"
"28","27","85","72","84"
"60","96","100","12","44"
"48","87","70","72","88"
"20","96","80","52","32"
"64","93","20","36","12"
"48","15","85","64","8"
"32","93","0","12","80"
"20","18","100","80","52"
"84","96","100","8","8"
"92","9","75","16","84"
"64","75","70","64","32"
"44","75","20","28","32"
"48","87","100","36","72"
"8","15","15","8","96"
"24","45","35","80","72"
"32","6","40","92","0"
"20","90","25","88","24"
"60","84","50","60","76"
"68","78","70","72","64"
"12","66","40","8","40"
"72","15","55","76","12"
"40","0","20","20","56"
"80","81","30","100","36"
"36","39","100","76","80"
"52","42","15","36","36"
"100","63","20","64","92"
"96","24","95","100","44"
"44","12","85","12","72"
"56","54","20","56","0"
"28","69","5","72","60"
"56","24","15","40","28"
"100","87","80","8","92"
"100","33","35","4","96"
"4","27","25","92","24"
"52","99","75","76","8"
"52","15","75","0","24"
"72","33","0","96","44"
"52","24","30","72","60"
"12","57","60","84","12"
"48","0","40","20","92"
"8","39","60","8","80"
"56","18","35","20","4"
"100","6","25","36","88"
"44","48","25","20","72"
"68","81","45","48","0"
"72","93","10","96","28"
"4","84","0","36","68"
"8","30","5","84","8"
"68","39","35","100","68"
"80","69","60","76","16"
"60","66","15","80","88"
"20","54","15","28","24"
"64","90","80","16","100"
"68","18","40","24","32"
"64","21","80","56","44"
"4","27","20","56","20"
"64","3","35","20","80"
"48","60","40","80","76"
"88","33","15","52","16"
"24","57","30","0","76"
"32","75","0","32","100"
"96","57","0","36","80"
"64","48","0","4","52"
"96","21","100","12","80"
"48","84","15","32","44"
"56","57","60","28","100"
"92","90","85","44","20"
"60","36","40","80","56"
"68","60","50","44","44"
"52","15","35","52","76"
"24","15","45","72","80"
"48","60","55","96","96"
"36","96","0","56","64"
"64","93","20","96","0"
"100","6","100","88","56"
"28","96","70","52","36"
"32","27","100","16","36"
"64","42","20","4","12"
"64","51","45","84","36"
"24","84","90","20","52"
"96","81","90","32","40"
"48","27","95","24","92"
"8","69","75","24","16"
"48","12","80","64","32"
"36","87","45","100","52"
"60","99","0","84","100"
"12","18","65","60","72"
"52","99","20","72","76"
"32","0","10","44","84"
"92","36","10","96","32"
"16","84","30","20","52"
"84","6","35","88","52"
"68","30","25","56","88"
"100","33","65","0","96"
"52","0","45","8","64"
"64","18","35","8","4"
"12","18","20","28","48"
"52","12","75","36","20"
"20","42","90","100","88"
"4","24","45","4","64"
"28","42","85","16","52"
"68","33","65","0","20"
"100","48","75","68","36"
"84","3","25","32","100"
"56","48","45","40","48"
"80","15","90","0","80"
"32","66","90","32","96"
"100","33","70","52","92"
"28","96","80","88","0"
"72","60","15","72","20"
"4","18","35","32","8"
"76","36","60","88","28"
"88","0","80","80","16"
"96","72","0","80","32"
"44","93","60","0","84"
"76","72","45","60","72"
"80","54","50","96","0"
"52","75","20","20","36"
"72","39","50","36","100"
"16","18","65","72","80"
"16","60","90","8","20"
"52","6","55","20","12"
"96","60","25","20","4"
"36","0","70","72","32"
"88","51","60","48","92"
"56","6","55","16","72"
"80","48","70","32","100"
"60","84","5","44","12"
"52","72","60","84","24"
"0","42","35","52","8"
"0","30","5","48","4"
"24","66","75","8","44"
"48","54","100","72","24"
"48","57","95","44","100"
"16","57","35","8","36"
"64","81","50","8","4"
"48","36","45","0","36"
"8","6","15","96","72"
"100","12","35","64","88"
"40","18","70","56","88"
"60","36","10","76","72"
"100","66","40","40","4"
"40","3","60","36","48"
"28","24","100","4","56"
"96","36","40","36","24"
"88","12","65","32","48"
"80","33","0","32","68"
"8","87","55","24","88"
"88","81","10","28","32"
"48","72","0","48","56"
"84","93","75","24","72"
"28","99","20","0","76"
"28","21","90","32","60"
"76","96","5","100","56"
"12","99","25","80","84"
"24","99","10","16","52"
"32","33","100","12","84"
"60","93","5","72","68"
"88","45","15","36","4"
"96","36","35","0","80"
"100","6","85","80","44"
"24","87","60","64","84"
"92","72","25","72","64"
"52","21","25","92","64"
"96","3","65","0","0"
"44","48","15","96","56"
"60","12","20","68","24"
"68","33","10","36","64"
"12","30","20","68","84"
"48","60","40","44","16"
"88","15","40","76","88"
"28","6","5","24","28"
"76","57","40","8","88"
"88","99","5","28","40"
"52","33","80","16","48"
"52","21","15","4","84"
"52","96","20","0","84"
"8","93","80","64","64"
"24","36","70","72","80"
"24","33","15","48","60"
"36","63","75","84","32"
"44","51","20","84","32"
"0","63","85","20","84"
"72","6","90","28","40"
"80","27","10","96","16"
"72","81","20","40","88"
"44","15","0","76","36"
"52","33","60","0","8"
"96","75","85","96","0"
"88","33","25","100","84"
"60","39","30","88","4"
"56","93","50","20","100"
"84","24","60","12","36"
"92","51","5","0","80"
"76","30","5","44","96"
"44","66","45","72","4"
"56","60","65","56","32"
"4","39","10","76","96"
"16","9","80","80","88"
"24","3","50","72","76"
"76","69","65","64","12"
"4","51","75","28","60"
"64","30","20","76","20"
"48","9","50","52","76"
"76","57","85","32","76"
"68","33","15","48","84"
"0","69","10","40","8"
"92","6","75","52","24"
"88","63","40","76","16"
"84","6","15","12","52"
"44","30","80","28","32"
"36","9","0","80","4"
"16","42","0","64","0"
"8","93","95","72","100"
"48","81","20","28","8"
"0","45","0","80","8"
"92","63","65","72","48"
"56","42","100","8","12"
"80","33","0","84","40"
"96","12","45","8","24"
"56","87","50","12","40"
"88","15","25","0","64"
"92","33","85","44","44"
"36","78","80","56","68"
"60","3","45","88","24"
"16","33","75","8","92"
"68","57","100","4","4"
"24","30","65","16","68"
"20","60","65","8","20"
"84","39","90","60","20"
"100","93","100","24","52"
"84","84","40","4","52"
"64","99","100","72","92"
"80","0","15","100","72"
"52","12","80","0","16"
"12","57","5","36","56"
"92","6","40","52","88"
"32","78","25","52","48"
"68","51","40","84","40"
"40","30","85","68","72"
"100","3","65","64","68"
"76","87","0","24","24"
"28","12","40","60","4"
"52","42","10","84","80"
"48","72","100","68","80"
"40","27","30","100","32"
"100","99","70","32","68"
"28","96","95","32","72"
"56","33","0","76","20"
"4","12","25","100","84"
"16","60","30","0","68"
"40","84","70","12","40"
"28","60","80","28","12"
"84","12","70","80","4"
"36","33","45","48","12"
"52","87","90","32","0"
"48","54","25","4","72"
"60","72","100","8","32"
"36","21","0","12","88"
"36","57","55","64","28"
"44","18","75","68","76"
"48","66","75","44","8"
"68","93","10","28","4"
"96","90","30","84","76"
"68","87","20","40","76"
"72","57","85","52","72"
"36","15","60","8","96"
"60","9","100","48","16"
"24","72","95","64","48"
"96","84","60","28","16"
"28","93","95","36","92"
"40","3","90","48","68"
"24","66","0","44","36"
"92","21","40","4","28"
"24","18","90","96","96"
"16","72","90","28","8"
"20","42","55","88","96"
"72","3","60","36","8"
"76","96","10","100","20"
"28","42","25","8","48"
"64","33","0","24","0"
"76","60","20","4","92"
"68","6","50","36","12"
"16","69","40","12","64"
"12","102","30","0","64"
"12","18","95","36","72"
"36","6","40","12","52"
"12","57","15","48","24"
"16","60","0","60","56"
"32","51","70","28","60"
"16","78","90","24","96"
"0","63","50","20","76"
"84","81","30","52","76"
"16","66","75","44","32"
"72","39","55","76","8"
"48","18","0","24","96"
"76","66","100","44","40"
"56","45","70","88","72"
"32","87","100","16","16"
"8","90","65","60","44"
"36","21","25","32","16"
"48","93","25","20","4"
"40","15","75","52","28"
"8","75","10","12","64"
"28","30","75","72","80"
"64","102","45","96","72"
"92","12","45","56","56"
"72","78","35","24","36"
"0","3","80","92","72"
"8","78","10","16","84"
"56","66","55","40","80"
"84","45","10","60","32"
"48","87","10","24","68"
"56","63","75","36","64"
"16","36","5","12","16"
"88","48","100","60","92"
"32","60","35","40","48"
"32","21","95","8","40"
"80","63","20","36","60"
"24","96","35","80","76"
"20","69","50","92","56"
"88","9","90","76","36"
"100","57","0","84","92"
"20","66","5","28","24"
"92","63","25","4","40"
"68","15","65","44","92"
"52","0","100","64","64"
"24","60","85","40","68"
"96","54","100","96","12"
"4","18","35","20","36"
"12","69","70","84","20"
"40","87","100","100","36"
"52","45","15","20","68"
"28","39","30","40","36"
"88","6","60","68","72"
"68","36","100","12","24"
"20","36","55","36","0"
"68","96","25","40","92"
"84","51","0","32","52"
"92","24","0","64","4"
"28","87","40","16","72"
"100","63","45","80","0"
"4","66","90","20","28"
"24","72","65","72","4"
"8","87","85","4","72"
"92","21","35","44","0"
"100","87","0","40","96"
"68","51","65","88","64"
"88","93","70","56","84"
"60","99","70","60","12"
"4","6","70","8","32"
"20","45","10","44","8"
"8","93","5","64","8"
"96","6","75","100","12"
"24","24","70","56","28"
"36","63","0","28","60"
"36","18","20","80","40"
"76","99","85","24","20"
"28","48","15","0","72"
"16","87","65","20","64"
"96","54","10","64","84"
"12","0","65","44","72"
"48","39","15","4","48"
"20","63","50","80","72"
"8","93","65","40","40"
"68","48","90","32","0"
"64","6","30","68","20"
"80","102","35","96","4"
"16","39","95","72","56"
"12","78","80","72","60"
"36","48","35","24","16"
"100","39","80","100","4"
"68","0","35","4","48"
"76","54","10","56","56"
"0","48","35","12","52"
"84","3","80","52","16"
"72","102","80","12","4"
"80","57","45","88","28"
"32","15","20","32","92"
"64","6","25","84","16"
"32","33","30","0","12"
"96","96","90","60","88"
"52","63","5","76","88"
"8","30","45","88","88"
"52","57","60","44","52"
"72","0","50","24","76"
"88","93","55","72","16"
"88","78","15","88","52"
"88","78","70","92","24"
"24","15","70","8","64"
"68","66","0","100","28"
"100","30","45","96","76"
"48","72","65","76","48"
"72","78","50","0","52"
"8","72","60","84","64"
"60","18","70","68","4"
"20","75","45","84","52"
"68","102","25","8","64"
"0","54","5","16","84"
"4","12","60","80","72"
"100","45","15","100","100"
"92","72","45","88","16"
"12","48","75","36","28"
"100","3","15","12","92"
"8","69","15","24","96"
"100","75","20","24","0"
"28","78","35","40","28"
"16","36","20","60","48"
"4","90","65","72","28"
"92","54","25","24","92"
"80","57","100","40","40"
"48","78","100","44","20"
"52","87","0","76","0"
"44","12","10","56","16"
"12","42","10","72","68"
"48","27","25","68","96"
"48","18","50","56","36"
"28","96","45","92","24"
"52","93","50","8","52"
"12","93","35","52","24"
"48","66","25","60","48"
"60","18","85","96","28"
"80","99","35","52","20"
"80","27","0","80","100"
"92","36","30","64","68"
"56","99","20","32","48"
"48","63","100","36","8"
"28","12","35","100","4"
"12","15","100","28","20"
"84","84","60","32","24"
